0.0329103	125.768426	125.768426	127.670835	127.670835	
0.0376132	125.768625	125.768426	127.671034	127.670835	
0.04778298	125.769841	125.768426	127.672249	127.670835	
0.05792576	125.771671	125.768426	127.67408	127.670835	
0.06830954	125.774201	125.768426	127.67661	127.670835	
0.07831533	125.777225	125.768426	127.679634	127.670835	
0.08832611	125.780853	125.768426	127.683262	127.670835	
0.09849289	125.785165	125.768426	127.687574	127.670835	
0.1085987	125.790059	125.768426	127.692468	127.670835	
0.1187805	125.795616	125.768426	127.698025	127.679561	
0.1288742	125.801733	125.768426	127.704142	127.688288	
0.139339	125.808748	125.768426	127.711157	127.688288	
0.1492128	125.815923	125.768426	127.718332	127.688288	
0.1593076	125.823884	125.768426	127.726293	127.697015	
0.1697274	125.832768	125.768426	127.735177	127.705741	
0.1796022	125.841746	125.768426	127.744155	127.705741	
0.1897529	125.851606	125.777153	127.754015	127.705741	
0.1999097	125.862093	125.785879	127.764501	127.714468	
0.2100045	125.873123	125.803332	127.775532	127.714468	
0.2201863	125.884878	125.812059	127.787287	127.714468	
0.2303691	125.897252	125.829512	127.799661	127.723195	
0.2486667	125.92195	125.864419	127.824359	127.731921	
0.2530786	125.927828	125.873146	127.830237	127.740648	
0.2631754	125.942084	125.890599	127.844493	127.740648	
0.2733602	125.957171	125.916779	127.85958	127.749375	
0.2834779	125.972603	125.934232	127.875012	127.766828	
0.2936327	125.988797	125.951685	127.891206	127.784281	
0.3038495	126.005721	125.977865	127.90813	127.801734	
0.3139123	126.022992	125.986592	127.925401	127.827914	
0.3240161	126.040944	126.004045	127.943353	127.845368	
0.3342069	126.059674	126.012772	127.962083	127.871548	
0.3462436	126.082742	126.038952	127.985151	127.906454	
0.3566774	126.103343	126.056405	128.005752	127.932634	
0.3665622	126.12342	126.073859	128.025829	127.967541	
0.3766009	126.144415	126.100038	128.046824	128.002447	
0.3868017	126.166394	126.117492	128.068803	128.028627	
0.3968855	126.188714	126.143672	128.091122	128.063534	
0.4070603	126.211872	126.169852	128.114281	128.089714	
0.4171641	126.235471	126.204758	128.13788	128.12462	
0.4273409	126.259863	126.230938	128.162272	128.159527	
0.4397366	126.290595	126.257118	128.193003	128.194434	
0.4480834	126.311586	126.292025	128.213995	128.220613	
0.4582652	126.337882	126.318205	128.240291	128.246793	
0.468387	126.364628	126.344385	128.267037	128.272973	
0.4788348	126.392912	126.370564	128.295321	128.30788	
0.4889795	126.420981	126.396744	128.32339	128.33406	
0.4991353	126.449703	126.422924	128.352112	128.36024	
0.5092671	126.47896	126.449104	128.381369	128.38642	
0.5194099	126.508872	126.475284	128.411281	128.4126	
0.5294817	126.539182	126.501464	128.441591	128.43878	
0.5416424	126.57677	126.536371	128.479179	128.456233	
0.5580731	126.62935	126.571277	128.531759	128.482413	
0.562431	126.643233	126.606184	128.545642	128.517319	
0.5726048	126.676495	126.641091	128.578904	128.543499	
0.5827395	126.710231	126.675997	128.61264	128.569679	
0.5928873	126.744639	126.710904	128.647048	128.595859	
0.6030251	126.779615	126.737084	128.682024	128.630766	
0.6132019	126.815359	126.77199	128.717768	128.665672	
0.6232777	126.851357	126.806897	128.753766	128.691852	
0.6337155	126.889677	126.841803	128.792085	128.726759	
0.6453942	126.932656	126.87671	128.835065	128.761666	
0.653688	126.963755	126.911617	128.866164	128.796572	
0.6639158	127.002769	126.946523	128.905177	128.831479	
0.6739906	127.041818	126.98143	128.944227	128.875112	
0.6841424	127.081822	127.025063	128.984231	128.910019	
0.6943352	127.122569	127.05997	129.024978	128.953652	
0.7043619	127.163257	127.103603	129.065666	128.997285	
0.7145687	127.20532	127.147236	129.107729	129.040918	
0.7246705	127.247554	127.190869	129.149963	129.084551	
0.7350653	127.291684	127.234502	129.194093	129.136911	
0.7460861	127.33923	127.278136	129.241639	129.180545	
0.7550719	127.378381	127.321769	129.28079	129.232904	
0.7652296	127.423315	127.374129	129.325724	129.276538	
0.7753214	127.468574	127.417762	129.370983	129.328898	
0.793774	127.55421	127.513755	129.456619	129.416164	
0.7983539	127.574933	127.531208	129.477342	129.451071	
0.8083797	127.621892	127.583568	129.524301	129.50343	
0.8185195	127.669987	127.635928	129.572396	129.55579	
0.8286603	127.718718	127.688288	129.621127	129.599424	
0.8387971	127.768056	127.740648	129.670465	129.651783	
0.8508348	127.827568	127.801734	129.729977	129.71287	
0.8610346	127.878545	127.854094	129.780954	129.76523	
0.8711124	127.929534	127.906454	129.831943	129.81759	
0.8812502	127.981434	127.958814	129.883843	129.86995	
0.8913319	128.033656	128.011174	129.936065	129.92231	
0.9014787	128.086871	128.063534	129.98928	129.974669	
0.9116365	128.140715	128.115894	130.043124	130.027029	
0.9217603	128.195009	128.168254	130.097418	130.070663	
0.9320591	128.250899	128.220613	130.153308	130.123022	
0.9421849	128.306439	128.272973	130.208848	130.175382	
0.9533056	128.368258	128.33406	130.270667	130.227742	
0.9630304	128.422785	128.38642	130.325194	130.280102	
0.9731642	128.480258	128.43878	130.382667	130.341189	
0.983289	128.538301	128.499866	130.44071	130.393548	
0.9933698	128.598713	128.560953	130.501122	130.445908	
1.00358	128.65647	128.613313	130.558879	130.498268	
1.013713	128.716408	128.665672	130.618817	130.559355	
1.023878	128.777156	128.726759	130.679565	130.620441	
1.033998	128.838243	128.787846	130.740652	130.672801	
1.04408	128.899739	128.848932	130.802148	130.733888	
1.055621	128.971007	128.918745	130.873416	130.812427	
1.065722	129.033839	128.979832	130.936247	130.873514	
1.075956	129.098218	129.049645	131.000627	130.9346	
1.086023	129.162151	129.110731	131.06456	130.995687	
1.096467	129.229106	129.171818	131.131514	131.0655	
1.106268	129.292493	129.241631	131.194902	131.126587	
1.116387	129.358589	129.311444	131.260998	131.1964	
1.12654	129.425506	129.381257	131.327915	131.266213	
1.136584	129.49232	129.442344	131.394728	131.336026	
1.146761	129.560664	129.512157	131.463073	131.405839	
1.158265	129.638744	129.599424	131.541153	131.493106	
1.168362	129.707858	129.669237	131.610267	131.562919	
1.178505	129.77785	129.73905	131.680259	131.632732	
1.188593	129.848099	129.808863	131.750508	131.702545	
1.198796	129.919798	129.878676	131.822207	131.781085	
1.208897	129.991361	129.957216	131.89377	131.859625	
1.21902	130.063702	130.027029	131.966111	131.929438	
1.229181	130.136943	130.096842	132.039352	131.999251	
1.239282	130.210362	130.166656	132.112771	132.077791	
1.260215	130.365898	130.323735	132.268307	132.226144	
1.265051	130.401683	130.349915	132.304092	132.261051	
1.274765	130.474316	130.428455	132.376724	132.339591	
1.284926	130.550955	130.506995	132.453364	132.41813	
1.29501	130.627683	130.576808	132.530092	132.49667	
1.305235	130.706015	130.655348	132.608424	132.57521	
1.315274	130.783551	130.733888	132.68596	132.662476	
1.32541	130.862432	130.812427	132.764841	132.73229	
1.335545	130.94196	130.890967	132.844369	132.819556	
1.345612	131.021561	130.969507	132.92397	132.906823	
1.355812	131.102867	131.048047	133.005276	132.976636	
1.366048	131.185065	131.126587	133.087474	133.063902	
1.376093	131.26628	131.213853	133.168689	133.142442	
1.386303	131.349509	131.283666	133.251918	133.220982	
1.396308	131.431695	131.370933	133.334104	133.308248	
1.406786	131.51838	131.458199	133.420789	133.395515	
1.416583	131.599961	131.536739	133.502369	133.474055	
1.426708	131.684941	131.624006	133.587349	133.552594	
1.436791	131.770202	131.711272	133.672611	133.639861	
1.44695	131.856703	131.798538	133.759112	133.727127	
1.457094	131.943693	131.885805	133.846101	133.814394	
1.467245	132.031361	131.973071	133.93377	133.892934	
1.493844	132.254077	132.138878	134.156486	134.050013	
1.498216	132.290775	132.252324	134.193184	134.16346	
1.508396	132.375644	132.339591	134.278053	134.250726	
1.518585	132.459961	132.435584	134.36237	134.337993	
1.528706	132.543109	132.52285	134.445518	134.425259	
1.538801	132.625446	132.618843	134.527855	134.521252	
1.548896	132.70716	132.70611	134.609569	134.617245	
1.559074	132.788977	132.793376	134.691386	134.695785	
1.569438	132.871684	132.889369	134.774092	134.783051	
1.579379	132.950347	132.967909	134.852756	134.861591	
1.589526	133.030087	133.055176	134.932496	134.948858	
1.59965	133.109053	133.142442	135.011462	135.036124	
1.609843	133.187938	133.220982	135.090347	135.123391	
1.619984	133.265827	133.308248	135.168236	135.201931	
1.630118	133.343038	133.386788	135.245447	135.28047	
1.640185	133.419161	133.465328	135.32157	135.35901	
1.650312	133.49515	133.543868	135.397559	135.43755	
1.660582	133.571582	133.622408	135.473991	135.507363	
1.670863	133.64749	133.692221	135.549899	135.585903	
1.682933	133.735694	133.762034	135.638102	135.664443	
1.690992	133.794202	133.831847	135.69661	135.734256	
1.701134	133.867275	133.90166	135.769684	135.804069	
1.711268	133.93969	133.9802	135.842098	135.873882	
1.721568	134.012685	134.041287	135.915094	135.943695	
1.73153	134.082638	134.1111	135.985046	136.013509	
1.741671	134.15331	134.180913	136.055719	136.074595	
1.751834	134.223497	134.250726	136.125906	136.135682	
1.761924	134.292613	134.311813	136.195022	136.205495	
1.772526	134.364602	134.381626	136.26701	136.266581	
1.78255	134.43199	134.442712	136.334399	136.327668	
1.792621	134.499154	134.503799	136.401563	136.397481	
1.80273	134.56598	134.564885	136.468389	136.458568	
1.812865	134.632375	134.625972	136.534784	136.519654	
1.823025	134.698324	134.687058	136.600732	136.589467	
1.833189	134.763694	134.748145	136.666103	136.650554	
1.84323	134.827662	134.809231	136.730071	136.71164	
1.85361	134.893214	134.870318	136.795623	136.781453	
1.863775	134.957212	134.931404	136.85962	136.84254	
1.873749	135.018551	135.001218	136.92096	136.903627	
1.883949	135.081321	135.062304	136.98373	136.964713	
1.894061	135.142557	135.123391	137.044965	137.034526	
1.904074	135.202838	135.193204	137.105247	137.095613	
1.914276	135.263625	135.25429	137.166034	137.156699	
1.924407	135.323363	135.315377	137.225772	137.217786	
1.934594	135.382848	135.38519	137.285257	137.278872	
1.944759	135.441608	135.446277	137.344017	137.339959	
1.954799	135.499044	135.507363	137.401453	137.409772	
1.965224	135.558072	135.56845	137.460481	137.462132	
1.975112	135.613466	135.629536	137.515875	137.523218	
1.985268	135.66977	135.690623	137.572179	137.584305	
1.995387	135.725268	135.751709	137.627676	137.636665	
2.005491	135.780094	135.804069	137.682503	137.697751	
2.015669	135.834722	135.856429	137.737131	137.758838	
2.025793	135.888449	135.917515	137.790858	137.811198	
2.03598	135.942074	135.978602	137.844483	137.872284	
